step,cfit_pf,cextra_pf,cstray_pf,ccable_pf,rreceiver_ohm,transimpedance_ohm,bandwidth_hz,peaking_db,unity_hz,phase_margin_deg,bandwidth_crossings,unity_crossings,passes
407,1.0,5.0,0.0,100.0,1000000000000.0,99999970.40980518,1592.6316217519102,0.0,2144214.129828851,87.79993332903074,1,1,True
408,5.0,5.0,0.0,100.0,1000000000000.0,99999496.67217475,318.31331700347545,0.0,8729747.688467516,83.187352313249,1,1,False
409,0.2,15.0,0.0,100.0,1000000000000.0,99999989.37334031,8172.712858445459,0.0,299754.7788207979,88.1587232314864,1,1,True
410,0.5,15.0,0.0,100.0,1000000000000.0,99999985.22807208,3196.4566301966306,0.0,741238.2359731636,88.97985533221068,1,1,True
411,1.0,15.0,0.0,100.0,1000000000000.0,99999970.42361382,1593.1886237096655,0.0,1456109.6864319968,88.4424597390598,1,1,True
412,5.0,15.0,0.0,100.0,1000000000000.0,99999496.6858275,318.3177187750623,0.0,6295637.926817749,84.64364667827421,1,1,False
413,0.2,35.0,0.0,100.0,1000000000000.0,99999989.40101995,8322.367095963558,0.0,180485.331647485,87.27472039247678,1,1,True
414,0.5,35.0,0.0,100.0,1000000000000.0,99999985.2557284,3205.497039706141,0.0,447892.46520589927,89.1169230799422,1,1,True
415,1.0,35.0,0.0,100.0,1000000000000.0,99999970.4512312,1594.3040743148938,0.0,886348.491358193,88.97345624037925,1,1,True
416,5.0,35.0,0.0,100.0,1000000000000.0,99999496.71313299,318.32652276739367,0.0,4052131.825655283,86.20494633464,1,1,False
417,0.2,85.0,0.0,100.0,1000000000000.0,99999989.47021909,8715.759919092126,0.0,90708.82396656871,84.88224783387952,1,1,True
418,0.5,85.0,0.0,100.0,1000000000000.0,99999985.32486914,3228.3751194244396,0.0,225158.4879911978,88.93828002309287,1,1,True
419,1.0,85.0,0.0,100.0,1000000000000.0,99999970.52027462,1597.1011584742246,0.0,447876.08187058783,89.31849465347176,1,1,True
420,5.0,85.0,0.0,100.0,1000000000000.0,99999496.78139678,318.3485353685221,0.0,2142849.594874367,87.83237301467985,1,1,False
421,0.2,0.0,0.1,100.0,1000000000000.0,99999988.36561435,5336.253270453079,0.0,886404.6905829711,88.73814699704423,1,1,True
422,0.5,0.0,0.1,100.0,1000000000000.0,99999983.03601162,2656.380281515577,0.0,1734593.1265359663,88.14659542298985,1,1,True
423,1.0,0.0,0.1,100.0,1000000000000.0,99999966.25766423,1447.4816611652313,0.0,3063926.1783215394,86.99055100536359,1,1,True
424,5.0,0.0,0.1,100.0,1000000000000.0,99999476.72904468,312.06787614959126,0.0,11003598.889300201,81.90794662312926,1,1,False
425,0.2,5.0,0.1,100.0,1000000000000.0,99999988.37253235,5346.777222821498,0.0,668355.1258430652,88.847924779338,1,1,True
426,0.5,5.0,0.1,100.0,1000000000000.0,99999983.04292373,2657.676427873383,0.0,1315285.4847857044,88.53064705187046,1,1,True
427,1.0,5.0,0.1,100.0,1000000000000.0,99999966.26456663,1447.690338386236,0.0,2345416.1197132594,87.62022304186127,1,1,True
428,5.0,5.0,0.1,100.0,1000000000000.0,99999476.73586911,312.06995271217215,0.0,8864694.507535286,83.1097388093096,1,1,False
429,0.2,15.0,0.1,100.0,1000000000000.0,99999988.38636827,5367.979394458663,0.0,447915.86869028676,88.84818986627253,1,1,True
430,0.5,15.0,0.1,100.0,1000000000000.0,99999983.05674803,2660.27343507501,0.0,886374.9336959978,88.90622511136482,1,1,True
431,1.0,15.0,0.1,100.0,1000000000000.0,99999966.27837145,1448.1079155929,0.0,1595850.4172930839,88.31558859458481,1,1,True
432,5.0,15.0,0.1,100.0,1000000000000.0,99999476.74951796,312.07410593957627,0.0,6400200.582280285,84.57717447814684,1,1,False
433,0.2,35.0,0.1,100.0,1000000000000.0,99999988.41404016,5410.5285820381,0.0,269919.46395347716,88.58005972553472,1,1,True
434,0.5,35.0,0.1,100.0,1000000000000.0,99999983.08439651,2665.486359205257,0.0,536328.1830477051,89.15033243953987,1,1,True
435,1.0,35.0,0.1,100.0,1000000000000.0,99999966.30598098,1448.9439617655617,0.0,972885.78831278,88.90325934012172,1,1,True
436,5.0,35.0,0.1,100.0,1000000000000.0,99999476.77681565,312.08241280336847,0.0,4124050.3345369105,86.14962482833143,1,1,False
437,0.2,85.0,0.1,100.0,1000000000000.0,99999988.48321985,5520.085557810672,0.0,135486.8330096657,87.60042938473225,1,1,True
438,0.5,85.0,0.1,100.0,1000000000000.0,99999983.15351778,2678.6296631132673,0.0,269878.3369441336,89.13960236429661,1,1,True
439,1.0,85.0,0.1,100.0,1000000000000.0,99999966.3750049,1451.0392884522316,0.0,492151.7274615088,89.30856513960111,1,1,True
440,5.0,85.0,0.1,100.0,1000000000000.0,99999476.84505993,312.1031823487817,0.0,2183208.867622978,87.79488540550538,1,1,False
441,0.2,0.0,0.3,100.0,1000000000000.0,99999985.20732982,3189.7174957684256,0.0,1456192.4606097382,88.38189343502302,1,1,True
442,0.5,0.0,0.3,100.0,1000000000000.0,99999977.50902359,1991.051356499335,0.0,2278789.7877116967,87.66775113938198,1,1,True
443,1.0,0.0,0.3,100.0,1000000000000.0,99999956.78284134,1224.623991886536,0.0,3567458.6736304937,86.57792464074878,1,1,True
444,5.0,0.0,0.3,100.0,1000000000000.0,99999435.67214033,300.2937857781649,0.0,11313160.679249136,81.73451143179551,1,1,False
445,0.2,5.0,0.3,100.0,1000000000000.0,99999985.21424396,3191.959965770222,0.0,1102054.0690853286,88.69488031445135,1,1,True
446,0.5,5.0,0.3,100.0,1000000000000.0,99999977.51593184,1991.6001175832657,0.0,1734547.774674708,88.16763365561556,1,1,True
447,1.0,5.0,0.3,100.0,1000000000000.0,99999956.78973985,1224.751373741199,0.0,2741016.3381695175,87.2726281998989,1,1,True
448,5.0,5.0,0.3,100.0,1000000000000.0,99999435.67896084,300.29564208628875,0.0,9130424.081860142,82.95782108713658,1,1,False
449,0.2,15.0,0.3,100.0,1000000000000.0,99999985.22807208,3196.4566301966306,0.0,741238.2359731636,88.97985533221068,1,1,True
450,0.5,15.0,0.3,100.0,1000000000000.0,99999977.52974829,1992.6987795853745,0.0,1173342.4611389723,88.69006286296934,1,1,True
451,1.0,15.0,0.3,100.0,1000000000000.0,99999956.80353688,1225.0062370781445,0.0,1872098.2129844844,88.06221747047388,1,1,True
452,5.0,15.0,0.3,100.0,1000000000000.0,99999435.69260189,300.2993547879931,0.0,6606402.571478186,84.44764149433213,1,1,False
453,0.2,35.0,0.3,100.0,1000000000000.0,99999985.2557284,3205.497039706141,0.0,447892.4652058984,89.1169230799422,1,1,True
454,0.5,35.0,0.3,100.0,1000000000000.0,99999977.55738121,1994.9006703938817,0.0,712109.8465373805,89.09389297652248,1,1,True
455,1.0,35.0,0.3,100.0,1000000000000.0,99999956.83113082,1225.5163625063876,0.0,1144799.7346664742,88.75354295640709,1,1,True
456,5.0,35.0,0.3,100.0,1000000000000.0,99999435.71988398,300.3067805332396,0.0,4266500.112412889,86.04139445217119,1,1,False
457,0.2,85.0,0.3,100.0,1000000000000.0,99999985.32486914,3228.3751194244396,0.0,225158.4879911978,88.93828002309287,1,1,True
458,0.5,85.0,0.3,100.0,1000000000000.0,99999977.62646353,2000.372422933628,0.0,359075.2039529229,89.29484522098355,1,1,True
459,1.0,85.0,0.3,100.0,1000000000000.0,99999956.90011579,1226.794005393121,0.0,580415.6628535923,89.26615043238526,1,1,True
460,5.0,85.0,0.3,100.0,1000000000000.0,99999435.78808926,300.3253468905686,0.0,2263741.4936835715,87.72034976545034,1,1,False
461,0.2,0.0,1.0,100.0,1000000000000.0,99999961.71764435,1326.7409942935813,0.0,3317497.419466156,86.78044566426237,1,1,True
462,0.5,0.0,1.0,100.0,1000000000000.0,99999945.72888666,1061.2471727561556,0.0,4056055.2537696143,86.19591716078403,1,1,True
463,1.0,0.0,1.0,100.0,1000000000000.0,99999911.18530923,795.8722608296011,0.0,5217492.47209532,85.35608868514193,1,1,False
464,5.0,0.0,1.0,100.0,1000000000000.0,99999279.53793585,265.2577031425153,0.0,12347063.788000097,81.15581463921143,1,1,False
465,0.2,5.0,1.0,100.0,1000000000000.0,99999961.72454482,1326.9020394948966,0.0,2544473.0136871804,87.44409619411533,1,1,True
466,0.5,5.0,1.0,100.0,1000000000000.0,99999945.73578128,1061.3298171596934,0.0,3127471.265784341,86.94319076774087,1,1,True
467,1.0,5.0,1.0,100.0,1000000000000.0,99999911.19219404,795.9068749811905,0.0,4055494.0380454604,86.19921497143753,1,1,False
468,5.0,5.0,1.0,100.0,1000000000000.0,99999279.54474269,265.2589742909289,0.0,10027634.84834228,82.44852084648058,1,1,False
469,0.2,15.0,1.0,100.0,1000000000000.0,99999961.7383457,1327.2242753093221,0.0,1734458.2026861347,88.18867488628473,1,1,True
470,0.5,15.0,1.0,100.0,1000000000000.0,99999945.74957041,1061.4951541271685,0.0,2144043.163861024,87.81341526928429,1,1,True
471,1.0,15.0,1.0,100.0,1000000000000.0,99999911.2059638,795.9761144216769,0.0,2805657.045640239,87.22404211442725,1,1,False
472,5.0,15.0,1.0,100.0,1000000000000.0,99999279.55835639,265.26151663267603,0.0,7309757.092983357,84.01554009335307,1,1,False
473,0.2,35.0,1.0,100.0,1000000000000.0,99999961.76594742,1327.8693289795028,0.0,1059069.2340801028,88.82946289323168,1,1,True
474,0.5,35.0,1.0,100.0,1000000000000.0,99999945.77714886,1061.8260207899523,0.0,1315166.608034703,88.59792757015616,1,1,True
475,1.0,35.0,1.0,100.0,1000000000000.0,99999911.23350325,796.114637862406,0.0,1734280.0265115725,88.2055153839315,1,1,False
476,5.0,35.0,1.0,100.0,1000000000000.0,99999279.58558388,265.26660149585246,0.0,4756405.121272275,85.67985089049854,1,1,False
477,0.2,85.0,1.0,100.0,1000000000000.0,99999961.83495192,1329.4853636445378,0.0,536310.1217904943,89.29032900475008,1,1,True
478,0.5,85.0,1.0,100.0,1000000000000.0,99999945.84609483,1062.6543128417072,0.0,668293.6473538198,89.20637516939063,1,1,True
479,1.0,85.0,1.0,100.0,1000000000000.0,99999911.30235185,796.4612065361939,0.0,886287.631834934,89.02387816898296,1,1,False
480,5.0,85.0,1.0,100.0,1000000000000.0,99999279.65365253,265.2793147020039,0.0,2542223.023635177,87.466641784685,1,1,False
481,0.2,0.0,0.0,500.00000000000006,1000000000000.0,99999989.35194284,8063.492894088872,0.0,590555.5810599733,87.74732827662525,1,1,True
482,0.5,0.0,0.0,500.00000000000006,1000000000000.0,99999985.20669262,3189.703517162943,0.0,1419638.4630584002,87.43722391288722,1,1,True
483,1.0,0.0,0.0,500.00000000000006,1000000000000.0,99999970.40226442,1592.3515732590038,0.0,2707591.1561492113,87.03697705663582,1,1,True
484,5.0,0.0,0.0,500.00000000000006,1000000000000.0,99999496.66471842,318.3111047694023,0.0,10674050.791430572,83.09920773506005,1,1,False
485,0.2,5.0,0.0,500.00000000000006,1000000000000.0,99999989.35886276,8099.617742569566,0.0,445850.84622872353,87.79878902511525,1,1,True
486,0.5,5.0,0.0,500.00000000000006,1000000000000.0,99999985.21360673,3191.9461791008694,0.0,1081316.3505087462,87.65376097792684,1,1,True
487,1.0,5.0,0.0,500.00000000000006,1000000000000.0,99999970.4091688,1592.6299066615672,0.0,2074735.7211800595,87.23533129639318,1,1,True
488,5.0,5.0,0.0,500.00000000000006,1000000000000.0,99999496.67154478,318.31330562484624,0.0,8550534.882457009,84.29597062242246,1,1,False
489,0.2,15.0,0.0,500.00000000000006,1000000000000.0,99999989.37270261,8172.523636258253,0.0,299099.621789663,87.64837639226222,1,1,True
490,0.5,15.0,0.0,500.00000000000006,1000000000000.0,99999985.22743492,3196.4432323221845,0.0,733143.8865715379,88.01309836750282,1,1,True
491,1.0,15.0,0.0,500.00000000000006,1000000000000.0,99999970.42297748,1593.1869348674218,0.0,1419563.0548145203,87.4993186237864,1,1,True
492,5.0,15.0,0.0,500.00000000000006,1000000000000.0,99999496.68519758,318.31770744802384,0.0,6121249.601722946,85.59089679976773,1,1,False
493,0.2,35.0,0.0,500.00000000000006,1000000000000.0,99999989.40038237,8322.213231856571,0.0,180343.31852498883,86.95741634591023,1,1,True
494,0.5,35.0,0.0,500.00000000000006,1000000000000.0,99999985.25509125,3205.484439405116,0.0,445787.80523836234,88.40626915889476,1,1,True
495,1.0,35.0,0.0,500.00000000000006,1000000000000.0,99999970.45059492,1594.3024382827268,0.0,873703.106786029,87.95069354693675,1,1,True
496,5.0,35.0,0.0,500.00000000000006,1000000000000.0,99999496.71250317,318.32651154355733,0.0,3912368.3781100153,86.61678208929729,1,1,False
497,0.2,85.0,0.0,500.00000000000006,1000000000000.0,99999989.46958165,8715.730138025356,0.0,90691.79149564555,84.72148878889368,1,1,True
498,0.5,85.0,0.0,500.00000000000006,1000000000000.0,99999985.32423215,3228.364633620208,0.0,224877.32546661337,88.54766089205283,1,1,True
499,1.0,85.0,0.0,500.00000000000006,1000000000000.0,99999970.51963843,1597.099656313362,0.0,445771.9247783273,88.60881004350504,1,1,True
500,5.0,85.0,0.0,500.00000000000006,1000000000000.0,99999496.78076707,318.34852440281827,0.0,2073533.9079949167,87.26809217312417,1,1,False
501,0.2,0.0,0.1,500.00000000000006,1000000000000.0,99999988.36497685,5336.189181774112,0.0,873757.4282340844,87.71196509179855,1,1,True
502,0.5,0.0,0.1,500.00000000000006,1000000000000.0,99999983.0353746,2656.3721781859454,0.0,1684762.7130030564,87.33986108516314,1,1,True
503,1.0,0.0,0.1,500.00000000000006,1000000000000.0,99999966.25702801,1447.4803702913455,0.0,2955064.791964603,86.95878804353445,1,1,True
504,5.0,0.0,0.1,500.00000000000006,1000000000000.0,99999476.72841491,312.06786543994974,0.0,10832098.17231746,83.00794423796515,1,1,False
505,0.2,5.0,0.1,500.00000000000006,1000000000000.0,99999988.37189485,5346.714496960989,0.0,662083.213523215,87.92506584764524,1,1,True
506,0.5,5.0,0.1,500.00000000000006,1000000000000.0,99999983.04228674,2657.6684196066544,0.0,1285278.4297952573,87.53408174646383,1,1,True
507,1.0,5.0,0.1,500.00000000000006,1000000000000.0,99999966.26393045,1447.6890565300928,0.0,2266729.402298734,87.17810856571262,1,1,True
508,5.0,5.0,0.1,500.00000000000006,1000000000000.0,99999476.73523936,312.069942026486,0.0,8685413.680709165,84.2210277361158,1,1,False
509,0.2,15.0,0.1,500.00000000000006,1000000000000.0,99999988.3857308,5367.919500234048,0.0,445810.6369459907,88.13624191151656,1,1,True
510,0.5,15.0,0.1,500.00000000000006,1000000000000.0,99999983.056111,2660.2656185886017,0.0,873728.4281796045,87.88248260337804,1,1,True
511,1.0,15.0,0.1,500.00000000000006,1000000000000.0,99999966.27773522,1448.1066518164823,0.0,1552613.1492503968,87.437170851963,1,1,True
512,5.0,15.0,0.1,500.00000000000006,1000000000000.0,99999476.74888822,312.07409530180524,0.0,6224900.479785069,85.53802220566637,1,1,False
513,0.2,35.0,0.1,500.00000000000006,1000000000000.0,99999988.41340274,5410.475427467108,0.0,269433.42454935366,88.11690867113859,1,1,True
514,0.5,35.0,0.1,500.00000000000006,1000000000000.0,99999983.08375956,2665.478932965349,0.0,532883.7166096028,88.34206283881699,1,1,True
515,1.0,35.0,0.1,500.00000000000006,1000000000000.0,99999966.30534485,1448.942734326051,0.0,957162.7173138596,87.86502061658241,1,1,True
516,5.0,35.0,0.1,500.00000000000006,1000000000000.0,99999476.77618597,312.08240226144693,0.0,3982198.404627578,86.58820793875654,1,1,False
517,0.2,85.0,0.1,500.00000000000006,1000000000000.0,99999988.48258254,5520.050788606293,0.0,135427.25860072067,87.36131585725599,1,1,True
518,0.5,85.0,0.1,500.00000000000006,1000000000000.0,99999983.15288095,2678.6232524089114,0.0,269392.31509403914,88.67751595386112,1,1,True
519,1.0,85.0,0.1,500.00000000000006,1000000000000.0,99999966.37436889,1451.038152897246,0.0,489398.186560637,88.54784232166679,1,1,True
520,5.0,85.0,0.1,500.00000000000006,1000000000000.0,99999476.84443034,312.10317204659697,0.0,2112030.2219316456,87.25517680539515,1,1,False
521,0.2,0.0,0.3,500.00000000000006,1000000000000.0,99999985.20669262,3189.703517162943,0.0,1419638.4630584002,87.43722391288722,1,1,True
522,0.5,0.0,0.3,500.00000000000006,1000000000000.0,99999977.50838687,1991.047929866453,0.0,2203019.1468667975,87.184840277489,1,1,True
523,1.0,0.0,0.3,500.00000000000006,1000000000000.0,99999956.78220545,1224.6232103211257,0.0,3441394.935412039,86.79061860934837,1,1,True
524,5.0,0.0,0.3,500.00000000000006,1000000000000.0,99999435.6715109,300.2937762964502,0.0,11142649.176838174,82.828543889984,1,1,False
525,0.2,5.0,0.3,500.00000000000006,1000000000000.0,99999985.21360673,3191.9461791008694,0.0,1081316.3505087462,87.65376097792684,1,1,True
526,0.5,5.0,0.3,500.00000000000006,1000000000000.0,99999977.51529513,1991.596722316719,0.0,1684721.657789198,87.36150169846432,1,1,True
527,1.0,5.0,0.3,500.00000000000006,1000000000000.0,99999956.78910398,1224.7505969228037,0.0,2645051.7497584317,87.06416722859028,1,1,True
528,5.0,5.0,0.3,500.00000000000006,1000000000000.0,99999435.67833139,300.2956326253427,0.0,8952212.661767991,84.07184241759049,1,1,False
529,0.2,15.0,0.3,500.00000000000006,1000000000000.0,99999985.22743492,3196.4432323221845,0.0,733143.8865715379,88.01309836750282,1,1,True
530,0.5,15.0,0.3,500.00000000000006,1000000000000.0,99999977.52911161,1992.695447348723,0.0,1149599.4057896524,87.6591550705118,1,1,True
531,1.0,15.0,0.3,500.00000000000006,1000000000000.0,99999956.80290096,1225.0054697701678,0.0,1815510.139553738,87.33493443643113,1,1,True
532,5.0,15.0,0.3,500.00000000000006,1000000000000.0,99999435.6919725,300.2993453685865,0.0,6430142.372269987,85.43259326126422,1,1,False
533,0.2,35.0,0.3,500.00000000000006,1000000000000.0,99999985.25509125,3205.484439405113,0.0,445787.80523836234,88.40626915889473,1,1,True
534,0.5,35.0,0.3,500.00000000000006,1000000000000.0,99999977.55674458,1994.8974654127376,0.0,704751.8746221702,88.14500391382022,1,1,True
535,1.0,35.0,0.3,500.00000000000006,1000000000000.0,99999956.83049501,1225.5156142849216,0.0,1122238.7726405938,87.71902610430722,1,1,True
536,5.0,35.0,0.3,500.00000000000006,1000000000000.0,99999435.71925466,300.3067711969286,0.0,4121717.604255576,86.52975539605737,1,1,False
537,0.2,85.0,0.3,500.00000000000006,1000000000000.0,99999985.32423215,3228.364633620208,0.0,224877.32546661337,88.54766089205283,1,1,True
538,0.5,85.0,0.3,500.00000000000006,1000000000000.0,99999977.62582706,2000.3695763791825,0.0,357957.72190815397,88.70063728807527,1,1,True
539,1.0,85.0,0.3,500.00000000000006,1000000000000.0,99999956.8994801,1226.7933052729372,0.0,576090.2868781182,88.41701299478167,1,1,True
540,5.0,85.0,0.3,500.00000000000006,1000000000000.0,99999435.78746004,300.3253377620861,0.0,2188609.9494771645,87.22988466337371,1,1,False
541,0.2,0.0,1.0,500.00000000000006,1000000000000.0,99999961.71700826,1326.7400019644813,0.0,3199798.957770053,86.87652401692888,1,1,True
542,0.5,0.0,1.0,500.00000000000006,1000000000000.0,99999945.72825105,1061.2466701039425,0.0,3915975.004681066,86.60859911685866,1,1,True
543,1.0,0.0,1.0,500.00000000000006,1000000000000.0,99999911.18467441,795.8720550531962,0.0,5054127.136374573,86.11270970156514,1,1,False
544,5.0,0.0,1.0,500.00000000000006,1000000000000.0,99999279.53730752,265.25769686830546,0.0,12181907.276751906,82.22294993154483,1,1,False
545,0.2,5.0,1.0,500.00000000000006,1000000000000.0,99999961.72390874,1326.9010536099327,0.0,2456674.5490438165,87.12158298724682,1,1,True
546,0.5,5.0,1.0,500.00000000000006,1000000000000.0,99999945.73514566,1061.329317221077,0.0,3016249.422867011,86.94471462432385,1,1,True
547,1.0,5.0,1.0,500.00000000000006,1000000000000.0,99999911.19155933,795.9066700863151,0.0,3915459.121060056,86.611850265891,1,1,False
548,5.0,5.0,1.0,500.00000000000006,1000000000000.0,99999279.5441144,265.2589680296256,0.0,9852378.698836224,83.56248565655244,1,1,False
549,0.2,15.0,1.0,500.00000000000006,1000000000000.0,99999961.73770963,1327.2233023389717,0.0,1684640.6943403003,87.38312361630551,1,1,True
550,0.5,15.0,1.0,500.00000000000006,1000000000000.0,99999945.74893494,1061.4946596227162,0.0,2074585.1245991513,87.24917074644239,1,1,True
551,1.0,15.0,1.0,500.00000000000006,1000000000000.0,99999911.20532908,795.9759112911146,0.0,2707082.1619578176,87.0524174592214,1,1,False
552,5.0,15.0,1.0,500.00000000000006,1000000000000.0,99999279.55772816,265.26151039718695,0.0,7130615.516024752,85.06421672291033,1,1,False
553,0.2,35.0,1.0,500.00000000000006,1000000000000.0,99999961.76531146,1327.8683819440234,0.0,1040038.8320077982,87.78789898155242,1,1,True
554,0.5,35.0,1.0,500.00000000000006,1000000000000.0,99999945.77651335,1061.825537181763,0.0,1285169.892117655,87.60290212949363,1,1,True
555,1.0,35.0,1.0,500.00000000000006,1000000000000.0,99999911.23286855,796.114438265478,0.0,1684479.742409081,87.40037638936937,1,1,False
556,5.0,35.0,1.0,500.00000000000006,1000000000000.0,99999279.58495568,265.2665953119998,0.0,4601084.68186262,86.32059449033088,1,1,False
557,0.2,85.0,1.0,500.00000000000006,1000000000000.0,99999961.83431605,1329.4844820659976,0.0,532865.9613262307,88.48298929876309,1,1,True
558,0.5,85.0,1.0,500.00000000000006,1000000000000.0,99999945.84545952,1062.65385663766,0.0,662023.0572325857,88.2869407529717,1,1,True
559,1.0,85.0,1.0,500.00000000000006,1000000000000.0,99999911.30171731,796.4610158026254,0.0,873645.0932062642,88.00186174990657,1,1,False
560,5.0,85.0,1.0,500.00000000000006,1000000000000.0,99999279.65302445,265.2793086472855,0.0,2454644.4301545448,87.14376563834558,1,1,False
561,0.2,0.0,0.0,1000.0000000000001,1000000000000.0,99999989.35110274,8062.776875443385,0.0,582318.6358724441,87.31188354117359,1,1,True
562,0.5,0.0,0.0,1000.0000000000001,1000000000000.0,99999985.20585313,3189.6581803443464,0.0,1396849.7560866217,87.751940284841,1,1,True
563,1.0,0.0,0.0,1000.0000000000001,1000000000000.0,99999970.40142597,1592.3459528345882,0.0,2685171.076419239,87.56309612656338,1,1,True
564,5.0,0.0,0.0,1000.0000000000001,1000000000000.0,99999496.66388799,318.3110628479137,0.0,10665153.335636338,83.30507341892803,1,1,False
565,0.2,5.0,0.0,1000.0000000000001,1000000000000.0,99999989.3580227,8098.902812527025,0.0,441240.955099456,87.27500329160509,1,1,True
566,0.5,5.0,0.0,1000.0000000000001,1000000000000.0,99999985.21276726,3191.901014672757,0.0,1062184.321751012,87.72694789078719,1,1,True
567,1.0,5.0,0.0,1000.0000000000001,1000000000000.0,99999970.40833034,1592.624300505556,0.0,2050676.614378952,87.74087125002336,1,1,True
568,5.0,5.0,0.0,1000.0000000000001,1000000000000.0,99999496.67071441,318.31326373493584,0.0,8540058.588751748,84.54831606273696,1,1,False
569,0.2,15.0,0.0,1000.0000000000001,1000000000000.0,99999989.37186253,8171.820373827756,0.0,297347.83561249706,87.14897522702671,1,1,True
570,0.5,15.0,0.0,1000.0000000000001,1000000000000.0,99999985.2265954,3196.398418243194,0.0,721180.6833087315,87.72552516767313,1,1,True
571,1.0,15.0,0.0,1000.0000000000001,1000000000000.0,99999970.42213902,1593.1813573414595,0.0,1396777.5806711672,87.81501409496076,1,1,True
572,5.0,15.0,0.0,1000.0000000000001,1000000000000.0,99999496.68436718,318.31766562127876,0.0,6107994.626111178,85.9270497802129,1,1,False
573,0.2,35.0,0.0,1000.0000000000001,1000000000000.0,99999989.39954235,8321.530508332207,0.0,179910.98079820396,86.59303975963688,1,1,True
574,0.5,35.0,0.0,1000.0000000000001,1000000000000.0,99999985.25425187,3205.440348649172,0.0,441177.5879307177,87.88884040738021,1,1,True
575,1.0,35.0,0.0,1000.0000000000001,1000000000000.0,99999970.4497565,1594.296918391201,0.0,858478.9566784886,87.81818474401437,1,1,True
576,5.0,35.0,0.0,1000.0000000000001,1000000000000.0,99999496.71167286,318.32646984316807,0.0,3893920.907240366,87.07750681084698,1,1,False
577,0.2,85.0,0.0,1000.0000000000001,1000000000000.0,99999989.46874179,8715.1359813165,0.0,90635.32749345865,84.52334312704201,1,1,True
578,0.5,85.0,0.0,1000.0000000000001,1000000000000.0,99999985.32339287,3228.3224879538893,0.0,224060.19939092526,88.12445479658024,1,1,True
579,1.0,85.0,0.0,1000.0000000000001,1000000000000.0,99999970.51880023,1597.0942827101962,0.0,441161.88977963995,88.09350280426126,1,1,True
580,5.0,85.0,0.0,1000.0000000000001,1000000000000.0,99999496.77993694,318.3484830184751,0.0,2049486.609823002,87.7739286827659,1,1,False
581,0.2,0.0,0.1,1000.0000000000001,1000000000000.0,99999988.36413695,5335.978136492623,0.0,858530.9817458787,87.57527096867445,1,1,True
582,0.5,0.0,0.1,1000.0000000000001,1000000000000.0,99999983.03453527,2656.345944453348,0.0,1660704.8078647726,87.76576506700232,1,1,True
583,1.0,0.0,0.1,1000.0000000000001,1000000000000.0,99999966.2561897,1447.4761619011492,0.0,2933675.832762417,87.47633601359509,1,1,True
584,5.0,0.0,0.1,1000.0000000000001,1000000000000.0,99999476.7275847,312.0678259409512,0.0,10823207.757697605,83.21111498505987,1,1,False
585,0.2,5.0,0.1,1000.0000000000001,1000000000000.0,99999988.37105493,5346.504267381727,0.0,651982.5973738306,87.56040434804304,1,1,True
586,0.5,5.0,0.1,1000.0000000000001,1000000000000.0,99999983.04144742,2657.642277615408,0.0,1263585.5217680065,87.76822837455978,1,1,True
587,1.0,5.0,0.1,1000.0000000000001,1000000000000.0,99999966.26309212,1447.6848581197708,0.0,2242970.083520989,87.6995616462862,1,1,True
588,5.0,5.0,0.1,1000.0000000000001,1000000000000.0,99999476.73440917,312.06990255683047,0.0,8675214.66187756,84.46964721165091,1,1,False
589,0.2,15.0,0.1,1000.0000000000001,1000000000000.0,99999988.38489093,5367.711012994877,0.0,441200.4807986841,87.61598552775345,1,1,True
590,0.5,15.0,0.1,1000.0000000000001,1000000000000.0,99999983.05527176,2660.23966198496,0.0,858502.9193316218,87.74878802467406,1,1,True
591,1.0,15.0,0.1,1000.0000000000001,1000000000000.0,99999966.27689697,1448.102473418905,0.0,1529134.946144148,87.81575692841176,1,1,True
592,5.0,15.0,0.1,1000.0000000000001,1000000000000.0,99999476.74805807,312.07405589084277,0.0,6211729.997804111,85.86971041363344,1,1,False
593,0.2,35.0,0.1,1000.0000000000001,1000000000000.0,99999988.41256292,5410.273281789899,0.0,268112.65680017683,87.64380018846651,1,1,True
594,0.5,35.0,0.1,1000.0000000000001,1000000000000.0,99999983.08292039,2665.453354838676,0.0,526099.6486246263,87.86907890812527,1,1,True
595,1.0,35.0,0.1,1000.0000000000001,1000000000000.0,99999966.30450667,1448.9385961666305,0.0,940229.8211183001,87.82038258657893,1,1,True
596,5.0,35.0,0.1,1000.0000000000001,1000000000000.0,99999476.77535588,312.08236296789335,0.0,3964265.1891012653,87.04399433648871,1,1,False
597,0.2,85.0,0.1,1000.0000000000001,1000000000000.0,99999988.48174289,5519.86378324008,0.0,135237.66382166624,87.07614350199547,1,1,True
598,0.5,85.0,0.1,1000.0000000000001,1000000000000.0,99999983.15204191,2678.598666513109,0.0,268072.4449874241,88.20721593702804,1,1,True
599,1.0,85.0,0.1,1000.0000000000001,1000000000000.0,99999966.3735309,1451.0341165824134,0.0,483751.5737286145,88.05041471972434,1,1,True
600,5.0,85.0,0.1,1000.0000000000001,1000000000000.0,99999476.84360042,312.10313304670547,0.0,2087964.2765381497,87.7651940059781,1,1,False
601,0.2,0.0,0.3,1000.0000000000001,1000000000000.0,99999985.20585313,3189.6581803443464,0.0,1396849.7560866217,87.751940284841,1,1,True
